"assembly_id","assembly_box","status","datetime","goods_amount"
"0009b25a-26ec-4f2d-93f0-93ac481ca263","45f327a7-82f5-4ce7-846f-5293b7384f90","assembly","2022-10-30 14:57:27.09506+03",36
"000c44c5-4bee-4b7b-b13c-6206be22efe7","5b8c8610-0e9e-4dbe-ab2f-4daf84fd283c","assembly","2022-10-30 13:07:53.415802+03",4
"0016c2c8-71a4-47ae-9ff6-44d0976a74e2","5204afba-2f7c-4cd3-931c-bd0d5ac7d6f9","assembly","2022-10-30 12:24:42.498656+03",24
"0020bf3f-cdd0-4c4d-b8d1-302ff1adcf8f","059ecf12-1091-45c7-ba2a-0823c4ddc54c","assembly","2022-10-30 17:25:13.819961+03",24
"0024709e-a303-4934-9a97-f5c2741e48a8","030e6bfc-9772-497d-b3a3-4a7defedf9d3","assembly","2022-10-30 11:01:19.383798+03",20
"0031aa10-7906-45d8-bda9-ea719df6f0c1","17303754-f1c6-48d5-88b4-6635c67f48de","assembly","2022-10-30 18:40:17.347426+03",16
"00348d08-d4ad-4adc-9804-3e2b5b85a7f5","65d26f92-84a6-4211-991e-5a82496ccde7","assembly","2022-10-30 15:22:47.580686+03",42
"0035173b-45f4-4e2a-ac91-905c9b05a6dd","c6142108-b22a-4393-9835-ee5395ebb1e5","assembly","2022-10-30 14:37:24.489491+03",16
"0036ff4f-1723-4fc7-926f-73dd7daa299b","4b97ec64-25e3-4069-b492-43bd89d39d09","assembly","2022-10-30 18:54:00.092166+03",17
"003cb6d2-d5da-40db-845c-b18ad4679216","92f7f20b-2c06-4201-bad0-29cd78f5b65e","assembly","2022-10-30 16:28:28.350026+03",19
"0042623d-fdd6-416a-acd1-9715d9810025","b7156091-2c43-41ab-96b5-7228dccfb0ce","assembly","2022-10-30 16:10:02.864264+03",4
"0052065c-77c3-438c-8c81-0ca4426921ae","3b1b309e-63c1-46ae-92cf-765c9f921902","assembly","2022-10-30 18:11:31.854504+03",13
"0052b2f7-ec2f-4b32-8467-4c52fcf86775","02e86a79-bd58-4690-b832-f32acbed72da","assembly","2022-10-30 09:28:07.952432+03",12
"00555a5c-02ed-45fb-86b4-06049aa3111d","4930440d-87ad-45d6-aadc-a83ec0a7bbb3","assembly","2022-10-30 13:38:24.56415+03",15
"00570617-9f6b-44ac-9995-2c95c4e3e580","86038d13-3954-4b3b-b381-ce919a1395f2","assembly","2022-10-30 17:53:39.05934+03",28
"005900f8-1ce2-4b1b-9bee-e06f9694c1ef","31c70cec-dbec-45ef-8710-cc914c323804","assembly","2022-10-30 16:47:26.09384+03",9
"005bb054-1758-488d-ab32-4e73d614e33f","908f86f3-99b4-4a87-8f6d-187a23d5b6c8","assembly","2022-10-30 17:37:29.651749+03",23
"005bd4ea-3186-431f-8127-31b74be06b30","335502e6-c169-4b69-87c3-fa8583ea8a43","assembly","2022-10-30 13:38:50.271725+03",10
"0065e2f2-98bf-45f0-9c95-0a4ea9b9eb91","4b58787a-c795-4db4-9de8-bc2722d3f589","assembly","2022-10-30 11:54:11.27403+03",12
"006c48b1-1722-4955-ad42-29e2ce6a5a00","280d02d7-706e-47c8-a3c2-cb785c17bb90","assembly","2022-10-30 15:19:08.720691+03",9
"006c6709-9603-48ad-9cb0-ba346a427d22","16c74e25-5551-49ee-b63f-48dd1b903b9d","assembly","2022-10-30 10:01:04.46352+03",23
"0071bf04-7731-4269-b751-27bf2e552506","a23c5bdf-e679-445c-8149-e5e77722c188","assembly","2022-10-30 12:18:47.084328+03",22
"00779706-42ba-445a-9499-bce2144ede56","a577a88e-666d-410c-914e-3baa13d66f55","assembly","2022-10-30 16:11:02.716548+03",12
"00791f07-6371-475b-86e3-c93ab0e37a5d","86108d79-2f28-48e6-9eda-9d816a5a4167","assembly","2022-10-30 20:10:27.956216+03",25
"0079d115-d70a-41ab-9c76-cee48bd2c9a2","4cd0c416-1852-444e-bbc2-85c182d2b523","assembly","2022-10-30 11:33:40.562749+03",6
