"assembly_id","assembly_box","status","datetime","goods_amount"
"0009b25a-26ec-4f2d-93f0-93ac481ca263","45f327a7-82f5-4ce7-846f-5293b7384f90","assembled","2022-10-30 15:16:35.474286+03",36
"000c44c5-4bee-4b7b-b13c-6206be22efe7","5b8c8610-0e9e-4dbe-ab2f-4daf84fd283c","assembled","2022-10-30 13:11:51.397652+03",4
"0016c2c8-71a4-47ae-9ff6-44d0976a74e2","5204afba-2f7c-4cd3-931c-bd0d5ac7d6f9","assembled","2022-10-30 12:43:34.117465+03",24
"0020bf3f-cdd0-4c4d-b8d1-302ff1adcf8f","059ecf12-1091-45c7-ba2a-0823c4ddc54c","assembled","2022-10-30 17:43:11.518522+03",24
"0024709e-a303-4934-9a97-f5c2741e48a8","030e6bfc-9772-497d-b3a3-4a7defedf9d3","assembled","2022-10-30 11:31:48.284282+03",20
"0031aa10-7906-45d8-bda9-ea719df6f0c1","17303754-f1c6-48d5-88b4-6635c67f48de","assembled","2022-10-30 18:54:47.662365+03",16
"00348d08-d4ad-4adc-9804-3e2b5b85a7f5","65d26f92-84a6-4211-991e-5a82496ccde7","assembled","2022-10-30 16:00:37.117737+03",42
"0035173b-45f4-4e2a-ac91-905c9b05a6dd","c6142108-b22a-4393-9835-ee5395ebb1e5","assembled","2022-10-30 15:05:12.546895+03",16
"0036ff4f-1723-4fc7-926f-73dd7daa299b","4b97ec64-25e3-4069-b492-43bd89d39d09","assembled","2022-10-30 19:00:58.39468+03",17
"003cb6d2-d5da-40db-845c-b18ad4679216","92f7f20b-2c06-4201-bad0-29cd78f5b65e","assembled","2022-10-30 16:46:09.649652+03",19
"0042623d-fdd6-416a-acd1-9715d9810025","b7156091-2c43-41ab-96b5-7228dccfb0ce","assembled","2022-10-30 16:14:30.776631+03",4
"0052065c-77c3-438c-8c81-0ca4426921ae","3b1b309e-63c1-46ae-92cf-765c9f921902","assembled","2022-10-30 18:22:37.530741+03",13
"0052b2f7-ec2f-4b32-8467-4c52fcf86775","02e86a79-bd58-4690-b832-f32acbed72da","assembled","2022-10-30 09:36:07.210471+03",12
"00555a5c-02ed-45fb-86b4-06049aa3111d","4930440d-87ad-45d6-aadc-a83ec0a7bbb3","assembled","2022-10-30 13:48:06.030949+03",15
"00570617-9f6b-44ac-9995-2c95c4e3e580","86038d13-3954-4b3b-b381-ce919a1395f2","assembled","2022-10-30 18:26:17.403008+03",28
"005900f8-1ce2-4b1b-9bee-e06f9694c1ef","31c70cec-dbec-45ef-8710-cc914c323804","assembled","2022-10-30 17:02:22.384995+03",9
"005bb054-1758-488d-ab32-4e73d614e33f","908f86f3-99b4-4a87-8f6d-187a23d5b6c8","assembled","2022-10-30 18:05:43.10312+03",23
"005bd4ea-3186-431f-8127-31b74be06b30","335502e6-c169-4b69-87c3-fa8583ea8a43","assembled","2022-10-30 13:49:43.87551+03",10
"0065e2f2-98bf-45f0-9c95-0a4ea9b9eb91","4b58787a-c795-4db4-9de8-bc2722d3f589","assembled","2022-10-30 12:03:04.893865+03",12
"006c48b1-1722-4955-ad42-29e2ce6a5a00","280d02d7-706e-47c8-a3c2-cb785c17bb90","assembled","2022-10-30 15:31:57.455618+03",9
"006c6709-9603-48ad-9cb0-ba346a427d22","16c74e25-5551-49ee-b63f-48dd1b903b9d","assembled","2022-10-30 10:21:21.465295+03",23
"0071bf04-7731-4269-b751-27bf2e552506","a23c5bdf-e679-445c-8149-e5e77722c188","assembled","2022-10-30 12:31:36.637703+03",22
"00779706-42ba-445a-9499-bce2144ede56","a577a88e-666d-410c-914e-3baa13d66f55","assembled","2022-10-30 16:18:11.076044+03",12
"00791f07-6371-475b-86e3-c93ab0e37a5d","86108d79-2f28-48e6-9eda-9d816a5a4167","assembled","2022-10-30 20:34:59.514731+03",25
"0079d115-d70a-41ab-9c76-cee48bd2c9a2","4cd0c416-1852-444e-bbc2-85c182d2b523","assembled","2022-10-30 11:39:28.837748+03",6
"007d4a31-6cd9-426f-b2a5-dddc1351e70d","38ac3352-f7e0-458a-9bf1-d6db772003ce","assembled","2022-10-30 10:35:51.811135+03",18
"007f4105-62ad-4561-9455-e252c1596f91","4aef2612-a0e6-49d1-83a9-7c364b65fde5","assembled","2022-10-30 13:51:26.362134+03",14
"0080d2ca-534f-43f5-bb90-8a68673ae956","fcb4f028-40ff-4ca0-866f-ced488862ea4","assembled","2022-10-30 20:44:46.278114+03",9
"00858cee-dcbd-4fd1-9fbb-459584653e84","89acc809-bb89-494e-8204-0c2b27ff06a3","assembled","2022-10-30 13:59:15.577651+03",9
"0085b34b-78bb-4363-ac39-8c95635c2ddf","b624fa09-6293-4407-b6b9-41266086850a","assembled","2022-10-30 11:02:25.75196+03",14
"008915a2-14dc-4150-b4e7-de0c899497b8","0fce02c5-cc3b-461a-b36a-7231bc5f0941","assembled","2022-10-30 15:32:29.709456+03",7
"008b4feb-9980-47df-85ed-ff5c70e27b6e","ad663da7-77b5-4cb2-937b-84a77bee5595","assembled","2022-10-30 13:46:49.192276+03",25
"008e2d9d-17df-4d83-b339-d18da6e96f03","2899953e-2bf7-4838-8701-9d2ac81e45ca","assembled","2022-10-30 19:14:53.975855+03",14
"008fbe87-7722-47ce-98e9-7dcf23eaae83","004b53da-7d25-442d-a22f-beb26863bcf4","assembled","2022-10-30 15:27:51.696315+03",18
"0091e786-04ce-4cad-b2da-2c61fee40a78","ce3979f2-a7cc-4ddf-926a-2b1656a292e7","assembled","2022-10-30 17:04:46.220721+03",25
"0097be99-68ed-408e-a622-5f7c9a351ba4","25af0614-40e5-481d-a395-c66a6283a967","assembled","2022-10-30 18:40:45.523279+03",10
"00987a4a-b7e3-42aa-b3b0-328063c3b00f","afeaed9a-7fcd-423b-874c-60e0b5a3d674","assembled","2022-10-30 10:35:28.424593+03",26
"009cd49a-92d0-444d-9d37-fedf58168279","e53d5dee-b390-4aad-85c7-aee80322d671","assembled","2022-10-30 14:43:48.341912+03",10
"009d50a5-28f5-45e3-a11c-99585acc7e24","5ff7da7f-ff42-4a04-8d05-b2afdd892570","assembled","2022-10-30 12:32:15.126255+03",26
"009d64a8-cf47-454c-9795-28f3c50b7a3b","cb93df9d-7f07-4416-8410-d5037c6bbc71","assembled","2022-10-30 14:43:17.340176+03",11
"00a2d47e-ab90-42ce-a907-67d5c4c70a73","20b3fb7f-df35-464e-9383-17d5f844d31b","assembled","2022-10-30 11:10:26.392477+03",7
"00a48f1a-749f-4624-a63d-063207be9338","101193bc-220f-4a37-8359-3c6ff71d0f7d","assembled","2022-10-30 18:37:12.19793+03",26
"00aa1e00-c92a-4b1c-ac17-69c1cfbef10b","cb37d5bf-5634-43ed-9ad7-ed0a10db0146","assembled","2022-10-30 18:52:25.084593+03",23
"00ae1823-455b-476a-b7ac-80ef2e785fd7","ba1b45f3-3f69-400e-94df-fddcdc63fb2b","assembled","2022-10-30 18:44:34.142302+03",29
"00b34f8e-db77-4ca0-9a28-899f1aaff3bf","7ce0dd6f-4212-4aa1-add0-90f67bb9e2a5","assembled","2022-10-30 16:14:45.146499+03",25
"00b3a3e5-91cd-4d6b-ab1c-97d4c3cb58e5","cb674bcf-3ba0-4d5e-96df-432b9fa6c314","assembled","2022-10-30 14:58:28.293184+03",8
"00b417ea-6198-4038-83b9-339bb66af4e4","f380fbfc-8e71-46ec-9686-9df40616036f","assembled","2022-10-30 09:55:14.904222+03",37
"00bc4bf7-0700-4eba-b018-b6fe7620a736","627fd37f-faca-470e-baef-6e0fdeb0b6bc","assembled","2022-10-30 16:05:32.699644+03",6
"00bdbc8d-4ad3-401e-8c32-c44f043cc764","85f9be1f-91ab-4149-9320-269d9b106ade","assembled","2022-10-30 18:50:08.091989+03",24
"00becbad-c13d-4b76-b499-6640cb1d61e7","01ced256-40e9-46fa-a813-6d024be31a03","assembled","2022-10-30 14:11:13.374972+03",2
"00c04dc5-c693-4743-864d-cdfe81ffac64","7c9e1f1a-ee47-4c69-abc5-e16229dc4b62","assembled","2022-10-30 15:27:03.162642+03",37
"00cb78d5-2ccc-4ad2-924c-c682f197d43f","8ea0e953-9f8d-479d-9ea1-747d5541daf9","assembled","2022-10-30 18:04:36.168411+03",24
"00cc27c7-aff2-40c2-9706-a1c1985c6260","aa659d71-ed3e-4380-85d3-372c5d794254","assembled","2022-10-30 17:31:32.566336+03",12
"00d2dcd2-8d17-4407-b117-9681977f3492","54cdbd65-0b93-497d-8d8b-bb55e0d53390","assembled","2022-10-30 16:02:03.991867+03",16
"00dca77e-8676-49a6-b2e1-91f1e19feac6","ddfbc2c0-9ef8-4d58-aabf-11bea7558f2a","assembled","2022-10-30 14:13:06.319398+03",7
"00df954f-0e54-469b-9121-bfc4a1ff431f","013e41e8-c359-48e2-ab40-6fb481eb91ec","assembled","2022-10-30 08:45:00.744447+03",26
"00e67049-23fa-4594-960a-22d2c5ec84a3","260ed6ce-f673-4285-ad84-9b3c2ae70238","assembled","2022-10-30 11:35:25.19053+03",8
"00f1b3e8-e27f-4aab-9fe3-8e181244b0be","2d322639-1b0d-40d5-8806-bec6b93c6297","assembled","2022-10-30 14:22:20.797203+03",8
"00f389ee-b899-4ba1-b8b4-fed0c2f031dc","ee6c6363-5e8c-4371-a616-f3429b120784","assembled","2022-10-30 11:07:51.238174+03",13
"00fba277-a9db-4bb8-8fdb-c6e7749843d5","562c90ef-8a63-4273-88d2-ee5393f3cf67","assembled","2022-10-30 13:19:30.497285+03",18
"00fbccc0-7579-44ba-ba79-b35a8efc15cd","a093faf3-dcaa-4e3c-a69e-5818f9b45261","assembled","2022-10-30 15:30:43.880462+03",39
"00fe3a7a-0130-4b41-825a-a09b85cde476","ddc4cbb9-43fc-4f29-91bd-2ecc197f75f9","assembled","2022-10-30 14:14:58.943646+03",15
"01009fbe-6b1b-44ae-b6b7-7d1bad3ecde5","44519343-45d7-4335-aaa1-21d5a4bb61af","assembled","2022-10-30 19:30:40.858614+03",25
"01052598-d25b-47ce-bc63-fbca4ade0e72","697ed321-250c-4ed7-a44d-b1f0a02595ad","assembled","2022-10-30 14:48:09.827316+03",14
"0109928a-630e-4f8e-9805-6b1dc25716ba","c0ddcfb5-fa85-4073-b085-3f96c2e3d316","assembled","2022-10-30 09:02:31.010527+03",16
"01136a6d-9c6b-4cd3-abec-b4e99887e3eb","ae03404d-515d-46c0-abcc-a156fcf32760","assembled","2022-10-30 21:03:03.872003+03",10
"0117f5c6-6764-4b71-82bc-76c81aa25505","7f4f86b6-c875-4dec-a92c-4aa7f9b0d6c3","assembled","2022-10-30 13:50:17.290964+03",25
"011adc13-9fa9-49b9-b5e5-c26068a34293","9dde02ed-86a6-4d4f-a507-64139e5e8488","assembled","2022-10-30 13:56:28.341793+03",11
"011b96b7-b4ed-48e3-a540-4089376ec24f","daf86243-253b-4f0e-bec8-e2a026a790b1","assembled","2022-10-30 20:05:36.327938+03",9
"011c66e6-dc09-4171-9b6a-c143877b469b","5f1a6d4a-ea34-42eb-add9-4ef3006dde61","assembled","2022-10-30 13:26:04.024619+03",8
"012154cd-498b-4755-aa46-d56f69f0cfb9","23c21717-751e-460a-a07d-819301d21257","assembled","2022-10-30 10:34:34.698805+03",31
"012484ed-764c-48df-a33a-19f1dc7bd612","c889c9b5-7d00-477d-b857-343086770612","assembled","2022-10-30 17:07:13.775895+03",21
"01279a92-127f-43a5-9f9b-09cc458d5dba","82ce46d4-e9fc-4fd1-81ee-aa8818993d67","assembled","2022-10-30 14:25:50.778786+03",10
"01296711-f040-496c-82a8-ee650b6f5209","9a5b9336-8ae7-4ea4-84de-bd83b77e524d","assembled","2022-10-30 14:31:28.915972+03",15
"012bef2a-4172-4b9b-a1b0-d07bedc3fbba","c8767432-8ed1-45ed-b5f5-fd258c7600cf","assembled","2022-10-30 10:22:59.516984+03",17
"0139097d-bc4b-4917-8368-9df75f2bc797","0efc68f9-57c9-4b6f-a52e-7c568f9acb3d","assembled","2022-10-30 17:09:49.547458+03",51
"013ae1c7-878a-4154-96ae-c4760887adb4","0ce338c9-3e42-4921-84c5-d2aa982b142d","assembled","2022-10-30 15:48:55.262368+03",14
"01498d89-6879-4c49-a271-b6453cc2c82c","a5e9386a-dfb2-41f8-8bc2-be1273977975","assembled","2022-10-30 11:58:49.057143+03",35
"014b635c-11d6-4c7e-8c5d-b5ddf94e7d31","2f9c9458-c80e-4bf4-824e-ad9a14e0cf66","assembled","2022-10-30 15:32:17.918164+03",28
"015061f5-10b0-4022-ba46-70d87555803f","fa38736e-1b1c-4650-9b33-8b9009eec692","assembled","2022-10-30 16:56:00.208866+03",4
"01515325-8e67-4128-89f4-12901cad8f92","b2a865c7-51d1-4916-92f6-1a908c9ba84c","assembled","2022-10-30 14:36:39.728954+03",22
"0153ad6a-4a12-4bb9-9bf5-b227bc7dc77f","f4f9263c-17a4-474e-8e4f-74dbee3c420d","assembled","2022-10-30 14:47:21.909155+03",5
"015abf54-b81b-419e-8970-1b69d1f503b3","de5ff831-7caf-4533-92fd-78c3fd1ebee0","assembled","2022-10-30 12:13:20.510723+03",14
"015afdb7-b25b-4f97-8052-54df3f3de634","bbd8e853-89c8-4909-92de-7cdd856bfba4","assembled","2022-10-30 10:00:08.056785+03",12
"0161719f-5589-4069-9d06-48d40dda88d4","2bae91a1-16f6-48f9-a699-d925839b9442","assembled","2022-10-30 18:03:13.631704+03",6
"01657709-5b3f-4274-87fc-331bb076fc31","aeb99ec1-39c5-4dcf-a0a6-fb57ee8071d6","assembled","2022-10-30 19:39:52.527778+03",5
"01659d8a-2b33-4f36-8db9-1557d276fb1c","26c58441-eb2e-49a7-ba8c-80510d394725","assembled","2022-10-30 18:16:18.073003+03",4
"01696831-9fe2-49b1-9c81-b0682286b769","a748c776-7051-4877-9376-40d1c98ecad2","assembled","2022-10-30 16:30:36.845409+03",16
"016c39ec-ac1a-4121-ac5c-0439f8c2dc2c","80019273-de76-41f2-a63d-8d6420cdcb3e","assembled","2022-10-30 16:30:27.579878+03",9
"01703821-f3ab-42d6-a85e-467d0ee057a9","c0a7172c-582e-4c42-b5af-501a92d80a61","assembled","2022-10-30 12:42:04.430252+03",10
"01788a0f-5bef-4f2c-a218-bae2aff55a24","50b3401f-304b-495f-bbfd-d9a91ff3c47a","assembled","2022-10-30 12:59:51.505538+03",23
"0178e2cf-5af0-4911-bef5-e572bdb3e679","da73e974-d7e3-47c0-8f38-4c396a7a8de9","assembled","2022-10-30 13:34:39.801528+03",4
"017d3d42-f339-4e40-b962-936160aca79c","74184f9c-4366-4bdf-9bed-a4dec456c4cd","assembled","2022-10-30 19:26:02.224205+03",8
"017fca57-7c99-4ac3-a9b6-e12647726a96","99ea25d3-994f-481b-9e1e-ea11479f570b","assembled","2022-10-30 17:52:41.98858+03",30
"0183d654-965b-422e-b64b-6682ee6709a8","2e2da373-293a-4d76-85c0-250d207a008d","assembled","2022-10-30 11:53:00.15348+03",11
"0184185b-bc35-44f2-b16a-f52a68305f74","a79fcbf7-e857-45fb-bda8-0667be80b38b","assembled","2022-10-30 18:49:20.288867+03",7
"0184ec52-9f8e-46d9-9307-879f46e465d8","a538cb8a-ae42-4b05-a059-36fe2810fa77","assembled","2022-10-30 12:49:19.117918+03",38
"01855411-0539-44ff-9747-7828fd220cf1","f428d39c-3c4c-4919-9f35-f49860d84ba8","assembled","2022-10-30 18:24:21.946197+03",5
"018d766d-25cb-4eea-9734-5ad7416fa663","08b065cf-4a4c-4330-9517-143ea56d72f5","assembled","2022-10-30 12:59:13.888813+03",24
"0193d067-eb85-401c-b3a1-e831954c0560","43d3a25c-60e7-4a54-9c00-1911a98ed6e5","assembled","2022-10-30 14:52:53.113867+03",6
"019fa8dc-f7ad-4226-b7da-5fd6d38b0dd2","7be6072c-4c6d-4377-991c-418f3901a4c2","assembled","2022-10-30 10:54:43.894717+03",8
"019fea3c-257c-476f-8452-50d0303c3a98","d88c20c2-692e-4182-afdd-d6c5de101689","assembled","2022-10-30 14:15:43.151869+03",19
"01a08002-9b50-4730-8fdf-2432a0fe8204","942baaae-c7ee-4c0a-9435-50f21fb8eec9","assembled","2022-10-30 20:14:45.14672+03",9
"01a41237-e8d3-4c44-875d-5a2133327a60","c716081f-ed48-4119-81df-8ea801bf2fc7","assembled","2022-10-30 10:34:24.547238+03",13
"01b06e59-02f2-484f-9ebb-bcacdee39e0c","36b7c3ba-7343-4d69-9823-6e3a8419a2b9","assembled","2022-10-30 11:47:29.659754+03",12
"01b07ac8-b7c2-42b5-9304-b513693c2cbb","e47fbb73-7784-45f2-85d7-9fbe8185f7dd","assembled","2022-10-30 15:44:25.023001+03",22
"01b7d73c-ab91-4294-8232-66f763ad0f3e","c23f89a1-ffaa-4da7-8bce-cac4edf21133","assembled","2022-10-30 14:56:58.758626+03",28
"01b97191-e608-4b42-8f92-4a56071e6640","cecef206-05fc-4646-9cff-b82dc521dd09","assembled","2022-10-30 16:45:00.738156+03",8
"01bbf4d9-48a5-42aa-971b-fc974373fa78","c96cacd5-edfc-4621-8922-d212c4e5fbaf","assembled","2022-10-30 13:17:31.854612+03",20
"01c97360-7c56-4a6f-8e65-b4b23a00d111","75132669-b248-4877-bac2-b511915be5f9","assembled","2022-10-30 11:55:37.867908+03",7
"01ca8ce9-a159-4d70-8986-11f612b78e47","9548325e-be24-4508-94cd-9cc2313efac4","assembled","2022-10-30 11:18:36.790149+03",17
"01cbbea0-efdc-45a2-aa7e-707dcd31ff9b","37892b8e-7923-4953-b0fe-7a3dc39e536b","assembled","2022-10-30 17:28:32.738227+03",12
"01cc94a9-988f-45ff-8f9a-58d5054ab6a0","fd153f4c-d8bb-4c38-8868-a3c8a6839558","assembled","2022-10-30 17:57:43.378717+03",7
"01cef004-61de-4f5e-a1e1-c58cab133faa","f60e4a86-1775-425d-b349-381600161916","assembled","2022-10-30 21:02:57.150342+03",8
"01d141cd-5c34-4032-a9b1-b787e6ff3348","22030391-d758-4c93-9190-b702ceab73cf","assembled","2022-10-30 18:38:26.816353+03",12
"01d2cecb-bd75-4159-97f4-640b889ea10a","f2ee3b54-9314-4c3e-b7f6-79f1448daaa2","assembled","2022-10-30 11:55:29.466252+03",13
"01d5d9ca-b201-4ade-be17-623e04a37fc0","483a723b-cbb9-4e70-bdf3-2fcd892bfc86","assembled","2022-10-30 13:00:59.531834+03",9
"01ddb297-f49a-4162-863a-d5efed8e3db7","14ad8f4e-3a90-419b-a7e3-ecbdc7370100","assembled","2022-10-30 13:30:26.619985+03",3
"01e8931d-a7c9-4791-a394-2cbc8696a475","fe6f133f-bb5d-4d1b-8357-73c8fd3bfdc8","assembled","2022-10-30 18:26:29.856854+03",8
"01e97dbe-e104-4144-9351-05500eae5cae","103ac940-84b1-4f4d-9ac1-52d99e4f2589","assembled","2022-10-30 22:03:56.680499+03",2
"01eaa973-b552-48e6-a9a5-edc6f94c2992","e25c988d-254a-45e0-b31c-453770c984c2","assembled","2022-10-30 13:39:52.480074+03",14
